Texture shape,Texture diameter,Texture length,Texture depth,Texture pitch,Roughness factor,Contact angle
Parallel Dimple,117.87403689456879,109.20577592515203,19.48500977566698,196.07746655734928,1.0207569048426905,45.43715704769317
Groove,87.18,87.18,10.0,297.7261930384103,1.005,45.69997500998909
Staggered dimple,87.18,94.6231190724785,10.089232291317614,100.0,1.023126358686907,37.753795524945204
Groove,88.55615266750316,186.01315898670094,10.416636097944698,209.79418062551798,1.0058052928756005,35.40393421448754
Staggered dimple,142.83,164.16034661552595,30.0,292.28989398055506,1.023936791071764,47.55976702637284
Parallel Dimple,88.86462640251392,87.18,11.433699467561345,100.0,1.0249151268552752,49.93221408695444
Groove,142.83,600.0,30.0,300.0,1.0647430364156067,41.26200071109105
Groove,142.83,220.16180748841745,30.0,100.0,1.0257887391861886,30.497692346340333
Micro grid,142.83,150.014316706081,29.62513047005853,100.0,1.1395897319149937,36.707109602136235
Micro grid,87.18,413.96850569010815,11.441947674663828,188.97638580812327,1.0174031890661737,39.55469915070753
Groove,142.83,191.36403896769957,28.21434258447142,100.0,1.0213506918698665,30.257410190805242
Micro grid,142.83,151.745262287902,30.0,100.0,1.096249048541512,45.9889025952098
Micro grid,88.29419251882707,288.29360311240106,10.0,300.0,1.013957561115861,41.58632424446454
Staggered dimple,89.45797983485468,99.95363936101349,10.701763384282055,291.43631885143213,1.0051998375917712,50.893046275446615
Staggered dimple,89.73109642812533,129.02663660545315,10.181747016714619,100.0,1.0250655580935573,37.68493085946636
Parallel Dimple,87.18,94.91824325563425,10.220254127581576,106.39873883423958,1.027106897416451,50.751067253935304
Parallel Dimple,142.83,383.26329437516796,28.798172924001726,205.94189855723272,1.0785274706617298,36.73810168286506
Micro grid,87.18,93.97202467116604,10.0,100.20482509836252,1.0307677597433975,36.85587555493478
Groove,87.18,216.57773735741787,10.052595845747199,197.51605550946692,1.014004943225495,35.24609246082828
Groove,140.72670808765665,164.2207165052347,29.998770765500407,196.0951504258882,1.06043570994643,42.69395933427411
Parallel Dimple,142.11054930682607,600.0,30.0,287.21483316184145,1.0704618029764958,41.68450741023565
Micro grid,87.18,87.18,10.976856986130283,205.20858302066512,1.0117951869524067,46.91043920962853
Groove,119.6995793027141,115.54904281758046,20.498686239615612,202.71707568693103,1.026937797668124,46.819381321956804
Parallel Dimple,88.53387032642848,275.71115479313914,10.667427769737614,297.23453600776594,1.0142291189393102,41.78830286740753
Staggered dimple,118.00285997555734,292.8124724430908,20.42822468591592,300.0,1.0190982214986843,42.804923384421016
Parallel Dimple,87.85515416955818,87.18,10.332403482009182,118.7405584494951,1.0252831771239315,49.4024430754786
Staggered dimple,87.93721120408513,197.750693947366,10.0,194.9891346012637,1.0178396771282838,35.38773477798487
Groove,140.31381892834003,188.51676882777903,30.0,188.21317859091033,1.086110898148403,40.093045655960815
Groove,139.67373754226088,87.18,30.0,106.63531323185154,1.1641206954053724,42.7720975241446
Staggered dimple,142.57651978132978,132.60207190948938,30.0,214.0152227183846,1.071378709293712,43.01864789566045
Micro grid,87.45445020186612,103.31990827195465,10.0,201.01678285940608,1.0062812564717023,47.0232653496725
Groove,117.0620534894145,313.5553750361753,19.178000072628937,288.0012711610864,1.03326001719397,44.1314769873684
Parallel Dimple,118.41400890741625,87.18,20.373804748394917,100.0,1.0910414739847933,39.86781584405379
Parallel Dimple,123.44016920333418,130.07705023959502,20.527947594467367,204.46879657630862,1.0387459304029056,47.06106908652003
Micro grid,142.83,140.88154440020364,30.0,106.85661610999539,1.093046460962773,45.01087209162446
Micro grid,88.09241080751713,87.18,10.353238602333644,107.3020889923017,1.0284196598305022,43.31925715694315
Groove,142.83,408.2217470342675,29.91752078031323,212.98058114920335,1.0783393288410044,35.75966503753712
Micro grid,87.45449797014211,98.99580095897255,10.0,104.7056428188547,1.0256232220642452,49.14950785194475
Groove,119.8230230346956,121.45878659075558,20.280590487310338,106.35639533695218,1.091032660715211,48.91709191051363
Micro grid,140.69401677301852,159.0454053461639,29.726155100281353,297.0669730754897,1.0338568241242883,42.08187956752163
Micro grid,92.05660725500492,90.88086406378477,10.0,300.0,1.0126616105016475,51.15342088054949
Parallel Dimple,142.73460941198445,138.1863535225975,29.671769936032973,100.0,1.1419908333606885,36.72722945906866
Parallel Dimple,140.47533957985172,87.18,30.0,100.0,1.155496427810049,42.04526186011122
Parallel Dimple,87.18,183.9145967138204,10.0,198.05780587460652,1.0125498238573984,35.13831921911065
Groove,87.18,109.09385348016296,10.0,300.0,1.0050054904566672,45.71643139711187
Groove,142.83,226.10442843569552,29.33647577582902,198.2251704889491,1.0743302748311827,39.56593062764705
Parallel Dimple,142.83,152.58525251478255,29.340643890356706,196.36917094765354,1.0772997382838096,46.874474957833336
Micro grid,119.6745904092844,584.649553230584,21.2329235757466,300.0,1.0414365130692183,42.284126180415896
Micro grid,119.54965090678557,598.1629730660221,18.819206253641227,296.9084281708481,1.0440111434953647,44.33099189941633
Groove,142.83,151.83134594858595,30.0,204.74885779599586,1.0833673751444837,45.49799232888999
Staggered dimple,142.83,138.30704233665838,29.54713345008743,110.56846847365993,1.1341702850095337,36.555037079182185
Staggered dimple,119.44562243231631,594.1252615231567,21.740004479405727,300.0,1.0389708312825543,43.27112321031679
Micro grid,118.5672697950349,198.9755443643131,20.08973163300882,203.7646019500902,1.0368164599725342,37.48786212736684
Staggered dimple,142.1957835391001,173.84608926636818,29.85824311630067,100.0,1.1405405093359735,37.69770519996733
Micro grid,88.63087656198184,87.18,10.925955206969904,105.33198142342593,1.0307815022763378,43.24284874261603
Parallel Dimple,115.95990529797206,93.06750961695508,19.021656527196836,100.0,1.1682821625056525,41.22334647994181
Groove,119.08729698712708,125.69848128535715,20.50801705087088,211.23529103534457,1.031555559624504,48.61956035207996
Staggered dimple,88.67115291555204,87.18,10.769724668958672,203.17438826539362,1.0108590737123568,47.473124568901085
Staggered dimple,140.8272551877672,137.08800441434457,29.57946133312846,300.0,1.0334812822801458,42.19442799961259
Staggered dimple,141.80978418703288,109.74677976710608,30.0,100.0,1.159511391429622,41.85007743589852
Staggered dimple,122.56884424564132,112.18441191321664,19.71548921018264,113.5091297689909,1.0813366644730322,47.87170052376497
Staggered dimple,121.28859371936781,322.19115645419276,19.021396220455312,297.6004685119157,1.0272523695226123,42.281295923925704
Staggered dimple,87.18,397.89247686166533,10.0,201.423291364209,1.017960860921133,39.62409769101335
Parallel Dimple,117.75186473559614,122.20568439234103,20.07243346015744,195.85669295378307,1.0255780393333664,45.89109861157818
Groove,87.18,87.18,10.099469736776326,300.0,1.005,51.52534485189428
Parallel Dimple,90.69295605558209,600.0,10.228291646656803,297.28250914641353,1.0313766414163956,45.61965293821769
Staggered dimple,91.16256307561567,93.75797699978267,10.0,110.41347642578859,1.033745616195239,49.26881371622656
Staggered dimple,141.64636735840588,160.0104433478165,29.40933670922165,211.24483065623122,1.0740184989117774,46.55483729197315
Parallel Dimple,121.41445806542342,130.4532637335343,19.712771724895397,196.62860221206788,1.0327506844626213,44.36902571350831
Micro grid,121.79069531704297,108.61934131181044,18.792199379129745,119.49794289337096,1.0898304127018659,47.314467539970984
Micro grid,118.31012795989759,132.70327075859694,18.621134738692867,106.89917588426394,1.0832232309832024,46.922223410318814
Groove,90.51910097244907,600.0,10.0,293.98454636576236,1.0142105474599885,45.65730053460809
Micro grid,87.18,400.1586944435942,10.668540140413619,207.04556815683844,1.0304751444274647,40.06004934816324
Groove,87.18,87.18,11.15964445101679,293.79394061482174,1.0064330334996385,52.043073087271964
Parallel Dimple,88.62925556209345,188.36697765166562,10.0,100.0,1.0129836202939304,33.46652260924628
Parallel Dimple,87.18,87.18,11.520865237373183,104.24515163589062,1.0341210677996753,50.03447185275138
Staggered dimple,142.3633001430062,292.3527144750014,29.1020682851718,295.73313220531077,1.0538498871323008,44.993355166005934
Groove,87.915132724456,116.49164473604348,10.0,113.8702996908188,1.0327192433156287,37.841806231480184
Staggered dimple,87.18,87.18,11.49086694873769,206.89277673558558,1.015736347285819,47.633318504487534
Micro grid,90.31889265879983,96.3068643443703,10.733896444801985,300.0,1.0061872570520811,44.93054473680384
Parallel Dimple,142.83,148.865605742347,29.513097886217423,297.78647144080946,1.028071385639266,47.29208959839839
Parallel Dimple,88.27827926306887,92.28595590134574,10.093732853025141,300.0,1.0095492471186385,51.450386871212174
Parallel Dimple,87.41265431866509,95.82395407592651,10.0,100.0,1.0283656982480456,42.21023318190322
Groove,118.46536182148203,115.27683194741715,21.176055492441346,211.4995964789797,1.0217821241421148,45.850514301929465
Parallel Dimple,118.62395176752011,205.1803811515503,20.064618701736258,100.0,1.0181171793763284,32.26633471872935
Parallel Dimple,89.03124493681254,87.18,10.0,100.0,1.0332552040813918,42.853382568191286
Micro grid,118.4088337241204,89.98065460328392,20.003457556267648,100.0,1.094476308959714,40.45165287377201
Micro grid,140.42627519146197,169.6332865921522,29.930091649796392,100.0,1.1445091530549762,36.47183817226288
Groove,142.83,129.05602879814728,28.959141223458712,100.0,1.0975892766343676,45.85905875553278
Groove,119.53056697654971,209.46940675047108,21.43948853347615,101.14691227825779,1.026389845131284,32.2344154075145
Groove,87.18,87.18,10.0,213.49775094998654,1.0163377915762093,46.89523516619049
Parallel Dimple,87.8369617642812,87.18,10.0,118.58943014017765,1.0286780366400863,50.902963402444904
Staggered dimple,116.0518138624349,408.19390997142136,21.709308792813133,213.99625041357262,1.044932340379204,37.30285699330353
Micro grid,121.62528726551179,214.48726713324598,20.431358263627743,213.7295067836686,1.0467420917615358,36.23144297401199
Micro grid,122.57870892575556,390.1616805070787,20.838217235765683,206.85914266284271,1.0456930393914,37.151726758296874
Staggered dimple,120.67377950521697,117.39464499160782,19.083061313439245,299.9289492959691,1.0242712113762995,46.29284984963568
Groove,87.18,109.61928648615508,10.493237811378146,198.34053618426464,1.0073814712522884,46.984618017460456
Parallel Dimple,142.83,144.7360148560945,29.43629708966322,112.22107627638793,1.1018226333575871,45.695546117468254
Parallel Dimple,142.83,93.91304924055956,30.0,108.09925885654366,1.1607964820333798,41.85308405331905
Groove,87.18,87.18,10.609024024695403,202.32070630361807,1.0050799623938507,47.06529291696184
Staggered dimple,142.83,581.7329322765694,29.976414004190502,276.05863564608535,1.0693270076991288,41.279096080622764
Groove,120.43238943378331,97.88249531625314,20.58775090929625,114.72321301162809,1.171,40.42087027608822
Parallel Dimple,142.83,139.9664734116209,28.127725853784202,100.0,1.0927474813174454,45.801421969490406
Groove,89.02957076383177,193.692637701762,10.0,100.0,1.0233036230424015,32.69979196224531
Parallel Dimple,89.66764934797773,312.0183996034779,10.0,300.0,1.0071322003358671,40.77043848750282
Micro grid,87.18,99.95124736214268,10.021654210135395,294.4664769299825,1.0055007813262884,45.52481331173085
Parallel Dimple,120.17775107298381,398.192666104766,20.01208205571498,208.36416864423313,1.0487606602101411,37.09435900727351
Groove,114.92275427903962,108.17388602129135,19.656512333075234,109.02059679544769,1.0890073661926285,47.205254138392824
Parallel Dimple,90.93950930029892,87.18,10.779880220465266,300.0,1.005,45.02866876035414
Parallel Dimple,87.18,96.02676280368976,10.0,102.48236715008905,1.0321268162681456,49.55308451845161
Parallel Dimple,87.18,87.18,10.974728486757813,194.71538355259426,1.00910672908725,46.83897592714185
Staggered dimple,87.18,93.75527827868797,10.0,100.67365383581314,1.0312245754471099,36.9737013216398
Groove,142.20596142988146,228.76803359524973,30.0,100.0,1.0241510220494003,30.626294419525703
Groove,142.83,178.0522051661114,28.976449648439246,100.0,1.1471158180409897,37.094750472081124
Groove,87.43060541460555,216.55858178456103,10.851971876425464,112.48925588301276,1.0211142030258433,34.13773999350937
Groove,141.5583673497801,600.0,30.0,300.0,1.0718395704214994,42.38904408743451
Groove,122.53256419320606,130.01107253181758,20.25701917612639,100.0,1.0866242901004968,47.088175362884655
Micro grid,142.83,396.77237263655115,29.617009839159344,195.95844246261157,1.0770201568751896,36.41479814875704
Groove,138.09774865078904,152.1899143014713,30.0,104.49978886407644,1.1445098800464204,37.855083006264366
Groove,87.18,166.5601257821974,10.375806174468384,104.75059437202948,1.0218512318676212,34.04681309705544
Parallel Dimple,141.0975754267296,204.8612250197156,29.804181489721824,214.96146254944017,1.0849001807740064,40.405212012416705
Staggered dimple,142.71777378062157,130.48252031447416,29.08754853712927,186.92487513754895,1.0703971207024643,45.097971893617476
Groove,120.86271476417299,100.08362862138246,18.227052030166917,101.68621576357644,1.084832289988818,39.13272669999892
Micro grid,88.106834105339,93.39422547013494,10.0,100.0,1.0302385647239347,50.11923251734229
Parallel Dimple,118.69914787017872,125.43274818623955,20.1616520521964,189.08155421871328,1.0275116683946623,47.70897203668887
Parallel Dimple,87.18,91.39142386158076,10.297901757512808,101.05190416187435,1.0260219294432769,42.724316484262225
Micro grid,91.09087182394832,94.07288768315124,11.11880886066309,300.0,1.0142035156431766,51.9496308902143
Groove,88.19242644626871,420.1428922000569,10.0,197.34768849868203,1.0303708843127135,38.557686995102344
Staggered dimple,87.56168952054318,600.0,11.004824328615387,300.0,1.0208883818506513,45.0941667178864
Groove,90.13005511913208,87.18,10.0,208.01746885228425,1.0184291817953426,47.44702000119072
Staggered dimple,142.83,111.31375462740975,30.0,100.0,1.1014124366068319,46.161217639192444
Parallel Dimple,117.72448551383552,116.09238953202589,19.427082506633173,110.58913922616658,1.0853055572362498,47.68288475659006
Parallel Dimple,140.0104950396763,128.0706868332843,29.161905186981926,101.47694017896075,1.0986434756035002,46.05414215523505
Micro grid,141.7106362255887,137.29925380206387,30.0,100.45162464832266,1.090690698954979,46.48709871686835
Parallel Dimple,87.18945366930822,380.97084239654816,10.735551250194288,194.52905879104262,1.02931254866732,39.52918380588961
Micro grid,120.15967190958287,103.42438539896365,19.589909224888025,300.0,1.0193861182647983,58.374108181798164
Staggered dimple,140.75319128464847,185.68951747336965,30.0,100.0,1.0224951538838236,30.0
Staggered dimple,142.83,184.1794660778083,28.85298926991318,101.70890182838362,1.0205650487541844,30.19654189293806
Staggered dimple,116.97961143154716,127.26912163246365,20.198255089275886,280.4561320185473,1.020952604486595,45.74814012756563
Groove,90.74333428193987,87.18,10.584385336539679,188.0372158362278,1.005057201693058,48.04485372980918
Staggered dimple,142.83,146.98579174281377,30.0,204.30999408927303,1.0818415142223199,43.86204891313838
Groove,142.83,200.38542709630266,29.787723858828016,194.7413792033875,1.0727416974504278,39.1663304672737
Micro grid,122.8001883482138,210.0638138915765,20.904577850465525,100.23671159604568,1.0267022505762837,32.9547069346865
Micro grid,115.06451219391647,400.97788674659165,19.00067950811766,202.56916448312,1.0507836402048605,36.946824494774326
Micro grid,87.18,101.47170714679594,10.568132687178325,109.19106802068815,1.0261235848566217,50.00343836688106
Staggered dimple,87.18,297.81339783432134,10.201634887707318,295.45227994242146,1.0126493286925282,41.2061191558107
Staggered dimple,122.48402485319797,201.07540498828018,20.765808824198903,107.5376223122046,1.018067726338716,32.68422389123978
Groove,88.49416383038628,87.18,11.63788929353425,100.0,1.0320388854894385,42.73659121065732
Groove,116.89239128583357,137.3143238007976,19.265014179695104,181.71583017592576,1.0293280251302654,48.87074064930292
Micro grid,142.75746274654654,120.19438872997934,30.0,103.82436658716348,1.1655695650852758,43.021489721335456
Staggered dimple,87.18,415.92848092828075,10.0,197.66795136097687,1.0167057958895829,39.34049678310981
Parallel Dimple,87.18,398.5072564691189,10.553227771137005,211.3645508029513,1.0216125843540806,39.51295192934447
Parallel Dimple,117.64186254102331,398.83484085148496,20.797831474217283,202.84121043875075,1.0542624645120633,37.92356811068031
Micro grid,122.46171920911398,101.55239476491815,20.950490042169392,198.80036795898087,1.029664433407395,47.3720292384224
Staggered dimple,141.65360791101585,129.61981406373684,30.0,103.68099987046116,1.1405610120031062,36.95621078385604
Groove,87.18,100.2251990648274,12.128176986747409,191.1907635821163,1.0137227726743527,46.766718999286
Parallel Dimple,87.18,312.04503227301615,10.458607904797706,300.0,1.011898143050068,40.972120155541596
Groove,142.83,202.13241251501262,28.46684543267726,197.38779918979876,1.083046141265318,40.330195611611046
Micro grid,87.35234936683024,289.86176154956695,10.0,300.0,1.011718423577784,41.86904935566482
Staggered dimple,142.83,125.1901120458346,28.723474196896376,113.86755419880869,1.1027676353666984,45.00360535848681
Parallel Dimple,123.7835364543021,218.69545567528564,20.894070257674745,116.15162169390157,1.0194703569828878,32.57701011159921
Micro grid,140.1262388423666,155.08007979929766,29.08208545780831,187.5672674267462,1.0717508627485033,42.9170148257457
Parallel Dimple,142.83,153.4164140442268,30.0,204.42645093336662,1.076667067082287,44.82687061771475
Parallel Dimple,142.83,130.80648379355983,29.141619367506326,205.24790518486037,1.070474824949705,41.13792675865964
Staggered dimple,142.83,600.0,27.605696483873245,291.22419589164446,1.0694547742636464,41.623925610462116
Micro grid,142.83,139.94001961922706,28.978755768235857,100.0,1.095917776917084,46.722053110262635
Groove,142.27902733910736,149.85798588348317,30.0,114.96809448936501,1.0978725929033861,45.48805641324451
Staggered dimple,87.79475430362263,220.87333800249965,10.5106895507092,207.8042158988249,1.0170460469333213,35.038238691986926
Parallel Dimple,142.83,410.24099620201866,29.395010394022023,199.56598382624662,1.0742685646360606,37.41743044915314
Micro grid,140.85158209436364,127.56478172725977,30.0,100.0,1.1408385498826508,37.766106710586364
Micro grid,87.18,325.43110596914994,10.0,300.0,1.0092575076930743,41.28053464578553
Parallel Dimple,120.35311576716157,109.62584590145984,19.54022356749416,282.065442542262,1.0203330160002344,45.67378255352894
Groove,88.51590177570107,580.1599970009388,10.133361186400478,296.34648903814656,1.0192176699853734,45.21079648668421
Micro grid,139.8882835444786,294.8407391826931,30.0,292.37786743740753,1.0522989413765889,45.46098178082487
Staggered dimple,142.83,87.18,30.0,114.37084130955529,1.1550920618458156,41.904881228828415
Staggered dimple,87.18,279.6097144879585,10.0,300.0,1.005,42.36746232475838
Groove,142.83,405.3954259074242,29.124548425925664,195.95878485244347,1.0684390401777413,36.54752108110348
Groove,140.15722843500723,148.53256532572087,28.279433991566595,202.69821564483763,1.0725575988681266,45.89086117799328
Parallel Dimple,142.4410012642178,126.95362200673846,30.0,108.08772748414394,1.1024531787482148,46.8292246233051
Micro grid,140.18180538633362,223.63999274476154,30.0,201.34204707603942,1.0828524850211938,40.301337270186636
Staggered dimple,87.64542329270097,296.6892973373889,10.971359477084087,300.0,1.00789491840024,41.70317555291236
Staggered dimple,90.3906339085629,416.30871673103104,10.0,197.75028904402532,1.0201151417245586,40.090006905025916
Groove,87.18,205.66372834457255,10.0,100.0,1.029698643252434,34.42595803895171
Parallel Dimple,87.18,179.56169965177943,10.0,107.73818964417437,1.0251507322157258,32.8098982673922
Parallel Dimple,88.12538061434985,87.95528904478655,10.88547511535006,198.96638398284304,1.0115470443253431,47.43507154303436
Staggered dimple,142.83,135.79114137355023,30.0,300.0,1.0302841366671518,46.656882260536236
Parallel Dimple,142.83,122.45191673127474,30.0,294.64141041170967,1.0233580808068123,46.733883563632865
Groove,87.18,87.18,10.0,297.25742134742995,1.0118910609589964,51.9158654221077
Parallel Dimple,122.94960156740493,420.47650542311624,20.592274764846987,204.0402214561726,1.048789040060527,37.19949381033313
Micro grid,140.98273010736654,167.85718319956325,30.0,196.19745886144358,1.0691794954933507,44.56619343845644
Groove,141.00814056379596,286.51530066637883,29.19587780422642,300.0,1.049731560488606,44.284166091521435
Parallel Dimple,142.83,122.3285595974753,30.0,100.0,1.1623355566899531,42.6130769261903
Staggered dimple,87.18,600.0,10.0,297.90762206454076,1.0177154170224767,44.23912773456722
Groove,87.18,100.06818355679559,11.142096510723597,299.9569395687617,1.0128946725621297,51.20869801067676
Staggered dimple,87.18,87.18,11.173092046623278,300.0,1.005,51.26823605634723
Groove,141.9931844864835,107.24992905877372,30.0,100.0,1.1516562818415927,42.0706834869263
Micro grid,118.94611084486914,111.2377000116476,20.21751674325929,121.53591837752506,1.0857785287170216,40.1344295087023
Groove,120.99214948708578,108.80924119344763,19.065243361559645,296.9808992564399,1.0211648713591934,45.966436177267305
Staggered dimple,142.83,103.63974491710115,30.0,100.0,1.1580609350706337,42.63336288093224
Staggered dimple,142.83,197.65946812553858,29.559869371622735,201.5437919068397,1.0809511926896698,39.981314758368526
Groove,120.79930424041935,198.53058774874816,22.220011374979453,100.0,1.0216177996670153,32.99350254292288
Micro grid,89.13483242613182,102.91108121130509,10.0,100.0,1.0325693642184046,41.931593362315105
Groove,121.57250000122812,137.1570257691286,19.22932993413992,300.0,1.0268266069167244,45.66091544052426
Micro grid,142.83,148.05614559077839,29.69719897981131,198.41252018570785,1.0645163904289852,45.60015346073053
Staggered dimple,141.92259878374765,124.94909307294073,29.515634424671422,100.0,1.142527922996834,36.73689952815566
Parallel Dimple,116.87915333343349,395.2756117067091,20.713319610040347,209.46136695682316,1.0530939562372392,37.26041515767281
Micro grid,118.09402772638616,114.99584362442654,19.555057502847152,197.17605229731947,1.0315224049757579,46.72121345995946
Staggered dimple,140.76223303723535,147.09511624698794,28.813218042197345,106.56575933842107,1.099681115956702,46.533065772194554
Staggered dimple,88.14966228327577,297.7099934088432,10.0,300.0,1.005,41.82259362618571
Micro grid,142.83,287.3065367602536,30.0,300.0,1.0521516447968382,44.02160589669503
Micro grid,87.56891562804941,402.7020974901212,10.0,200.2911398356356,1.029132959177589,39.861086532593866
Staggered dimple,122.09746251484076,107.99319773505079,18.778079603495794,196.57521016183642,1.028735121464732,46.943429840596046
Parallel Dimple,89.03029094477992,87.18,10.686881913680349,192.1416890656838,1.0053485161780709,48.19992591258165
Staggered dimple,121.23362743426955,117.44921344572703,20.025680843361837,299.9945304948371,1.0250117237691698,45.7077438948279
Groove,142.83,139.97193063165534,30.0,300.0,1.0266310097169684,43.668053972769556
Parallel Dimple,142.83,111.45908547035819,30.0,184.89030770505218,1.071940421718599,45.399426189852
Staggered dimple,87.18,392.78077536257973,10.9135164184764,187.9817821475479,1.027916305695807,38.43462173837077
Parallel Dimple,142.83,132.49240961720326,29.73948885992007,113.15861546801413,1.1056931154158967,45.575457072208785
Parallel Dimple,121.32095511864327,292.9018631281068,20.7531520594716,293.6996385250016,1.0255994338850947,44.06308040747928
Groove,89.38083350912767,111.86597495122845,10.0,109.34311611791534,1.0312570010479267,49.14075353752437
Micro grid,142.83,394.37353300323343,30.0,213.70136650041738,1.0819126016970313,36.740192521532414
Staggered dimple,118.72410087525704,582.2050076613368,20.358851776425446,300.0,1.0368534657088704,44.53393570775107
Parallel Dimple,87.63304703557765,87.18,10.0,300.0,1.0170759345565137,50.842033042718604
Groove,117.66746374646478,179.74802945166013,20.423255453745785,202.70402337449897,1.0485585706662715,38.15797515818067
Parallel Dimple,138.95507036674869,215.0888816567985,30.0,205.38745557834727,1.0784982022976648,39.880556898355444
Staggered dimple,88.52784430099007,213.65099378394652,11.616406935919336,100.0,1.0201983054057626,34.06327964242763
Staggered dimple,121.01793828620531,227.97757676129532,19.962185818973627,105.42317613976827,1.0217583262876546,32.430051804367594
Parallel Dimple,87.18,106.54889226893914,10.248159075163105,212.80907118217516,1.0091587393452217,47.05452006205893
Micro grid,142.83,393.9412361789379,29.448630613585642,203.04273610262237,1.0780079138403962,36.834226798444675
Staggered dimple,120.46851894433301,591.6856065297529,18.323570577336728,290.69759934920506,1.038990248347706,43.32032312942263
Groove,119.92547282782678,149.7791205757394,19.59212352556929,295.2874267025282,1.0179765910369476,58.581559068330094
Groove,92.29425563098293,190.87074077165875,10.0,101.0795629113178,1.0227229850170099,34.46810439304058
Micro grid,139.754640732394,148.2520787813709,30.0,198.65789352145566,1.0707752204053986,46.060419768902776
Groove,87.74012098190941,90.3544532817044,10.799434444836916,195.61659624799125,1.011919234552669,47.47925963867172
Staggered dimple,87.18,198.49868342128522,10.0,190.8529227750805,1.0071885911275644,35.68242419310149
Staggered dimple,121.64918969448034,133.76774620586946,19.600995809111165,100.0,1.163720135623862,41.58463466085353
Parallel Dimple,121.20879796797819,141.60905760634012,19.71195119338933,100.0,1.080165026638335,47.32579651532061
Staggered dimple,120.1154205656403,198.2031735828634,19.263714820044783,100.90433613892489,1.0251141491351947,32.926319312076146
Micro grid,88.96959843839676,103.51759033844418,11.300308793531947,200.1958544097602,1.0108611902970195,47.13406229989516
Staggered dimple,89.36519734002006,87.33930286699125,10.0,104.73243407442665,1.0272029606607531,49.66529286461664
Micro grid,87.18,415.02352631042453,11.285691016057877,203.04700217528304,1.0214770959667685,38.88255864551466
Staggered dimple,116.00486939209307,88.86752572723557,19.928670479074338,118.2767890426808,1.0834695465112447,39.86561776774668
Parallel Dimple,142.56132230067945,118.91530539961568,30.0,204.01142183612757,1.0753702540690415,43.69585891944776
Groove,87.18,205.28326541781252,10.691636777007183,100.0,1.0254381469318816,34.221101249155744
Staggered dimple,122.014111389803,185.6862769350267,21.617099226069246,101.88228265290977,1.0240367194334563,32.86312196276169
Micro grid,142.69970575018124,328.0277446308035,30.0,300.0,1.0566658682636823,44.487080643697404
Micro grid,90.04029530280944,105.19839500644781,10.0,102.2027383254247,1.0272116796322386,50.27685978172223
Groove,87.18,192.75860650812737,10.610607673391659,111.05455845650584,1.0291474785768215,32.98073051022108
Parallel Dimple,121.72075639356336,315.45628217814846,19.566409603966765,281.25113958977846,1.027568512502286,42.75543944898792
Staggered dimple,118.02062947733694,392.21142150794435,20.647945954390217,196.08769220492619,1.0452040131917768,37.05212845484151
Micro grid,119.22095437815636,128.12061533771674,20.322758029148403,300.0,1.0290996912182508,44.893787655136755
Parallel Dimple,117.62144153073864,99.10753011218982,21.039052403329784,101.48584137714218,1.088836506742922,39.61310194658378
Parallel Dimple,120.57565345419205,95.96436252278164,19.523445558404674,100.0,1.0849853220224632,39.37238734836103
Groove,89.06525765288475,102.81901749460451,10.310122008904232,104.17778919329054,1.0300194754300307,36.57633019996626
Groove,87.18,194.48497224988313,10.879613141226447,112.30545307958835,1.0228746365094945,32.917016385628294
Parallel Dimple,87.46248578146442,90.75765521132745,10.0,100.0,1.0303700361444925,44.309989045420515
Parallel Dimple,88.38636443918864,108.31493109792913,10.0,108.16110357931431,1.035219518000674,37.53500270300279
Groove,123.836249490274,87.18,18.38414605217083,100.0,1.0935416220375511,40.732884779784555
Groove,123.20858443907974,101.14598499484674,20.069308953790795,112.56014704155373,1.0948507739765285,39.3262033632074
Parallel Dimple,142.83,164.69925553183884,30.0,289.04344614508216,1.0327345535693557,47.30709408890329
Staggered dimple,90.87072105462799,91.03481024490185,10.080209402792741,100.0,1.0287284448210492,42.927953919834145
Micro grid,141.92554499020022,114.30354316994445,28.65810420020704,102.61693096948214,1.1679491899034793,42.55106855012946
Parallel Dimple,118.86351501076543,200.48540699054053,20.377594518670087,100.0,1.0266019492442895,32.025192117328864
Staggered dimple,140.21179897809628,136.31432477256934,30.0,293.41933253043624,1.030266037990144,42.218557994637294
Groove,87.18,93.46733312265735,10.0,300.0,1.005,46.138779401180756
Parallel Dimple,87.7904461554794,587.7326332229552,10.452491471584002,299.77498126508755,1.0166690951499844,45.504188527981015
Staggered dimple,87.18,87.18,10.0,204.23842207881722,1.005515859850041,46.99362900882594
Micro grid,89.91303825438118,87.18,11.06772805548948,106.80340025739045,1.0301200331919607,43.01197229523736
Micro grid,118.88353322445813,132.81597858027726,21.01389402197259,296.0859863048146,1.023215842985719,45.74854062514185
Parallel Dimple,87.18,89.02093146524854,10.0,195.40347175423204,1.005,47.07404195684682
Micro grid,139.5594733098499,143.92713030699778,29.752680208809995,100.0,1.1403264297156095,37.40422776574366
Micro grid,142.83,155.07083764609126,30.0,200.08632242492487,1.0759003733543044,44.7863044403422
Staggered dimple,87.18,197.35728951180818,10.0,205.32095809588546,1.0124910526479998,34.98457609897832
Micro grid,140.7568920062247,129.77301989125445,29.380217129807285,206.0005446967208,1.073804853393038,43.08777083805739
